used_pin_number,distance_from_home,online_order,ratio_to_median_purchase_price,fraud
0.0,47.63790379,0.0,5.638065554,0
0.0,10.17795576,1.0,0.261179068,0
0.0,36.17719189,1.0,1.200181814,0
0.0,2.77053926,0.0,0.077195071,0
0.0,8.8402726,1.0,1.01085012,0
0.0,0.853465568,1.0,5.583799978,1
0.0,22.87776909,1.0,3.985787713,0
0.0,6.782486896,1.0,0.646962189,0
0.0,0.990665298,1.0,0.370386619,0
0.0,8.765475181,1.0,0.616143339,0
0.0,3.388781774,1.0,1.091703237,0
0.0,6.454672838,1.0,0.887339482,0
0.0,6.938862186,1.0,0.760875673,0
1.0,3.659010944,0.0,2.316825053,0
0.0,31.87029907,0.0,0.374196688,0
0.0,18.14283505,1.0,0.688288025,0
0.0,5.879959919,0.0,1.170408555,0
0.0,0.366183034,1.0,0.558574308,0
0.0,0.928051608,0.0,0.137922702,0
0.0,2.671963248,1.0,0.863906721,0
0.0,62.69189587,1.0,1.856299454,0
0.0,17.24240724,1.0,0.594699458,0
0.0,87.31097508,1.0,1.072994447,0
1.0,12.7032545,0.0,0.768946308,0
0.0,3.319780282,1.0,1.022842434,0
0.0,13.4707747,0.0,2.048576937,0
0.0,91.78681757,0.0,0.219103906,0
0.0,33.06309512,1.0,2.020685419,0
0.0,2.933366207,1.0,0.28539087,0
0.0,13.63480892,0.0,0.761949116,0
1.0,39.38814671,1.0,0.552944055,0
0.0,2.027995607,1.0,2.111884725,0
0.0,13.2182559,0.0,0.211945012,0
0.0,40.55869864,0.0,0.620964724,0
0.0,4.224302703,1.0,1.946974943,0
0.0,8.254095016,1.0,2.768186038,0
0.0,2.78762426,1.0,0.32375721,0
0.0,17.21175169,1.0,0.988123447,0
0.0,8.55509904,1.0,5.439840928,1
0.0,6.51539882,1.0,1.56428739,0
0.0,70.03659501,1.0,0.582968577,0
0.0,4.989856664,1.0,0.333308045,0
0.0,6.386009431,1.0,0.134554308,0
0.0,255.25750790400008,1.0,1.612902988,0
0.0,11.06350436,0.0,1.810262108,0
0.0,4.192315035,0.0,0.188092272,0
0.0,5.882947716,1.0,3.924211103,1
0.0,7.150059845,1.0,3.178878378,0
0.0,2.311344289,0.0,0.246668182,0
0.0,12.62328567,1.0,1.774360128,0
0.0,114.4543581,1.0,0.586461293,1
0.0,1.837097449,1.0,0.282475838,0
0.0,69.61711234,0.0,2.120111613,0
0.0,84.49515672,1.0,4.57900709,1
1.0,12.40509839,1.0,0.226612569,0
0.0,3.846243199,0.0,0.029987583,0
0.0,5.030401205,0.0,0.332772288,0
0.0,32.25186717,1.0,0.309316904,0
0.0,17.82672297,1.0,13.049504070200001,1
0.0,17.61917749,0.0,0.164496444,0
0.0,12.58265848,1.0,2.208633612,0
0.0,87.95428048,0.0,5.540391787,0
0.0,0.391625711,0.0,1.534140647,0
0.0,36.70532844,1.0,0.666545494,0
0.0,3.636942849,0.0,0.665878543,0
0.0,37.5138754,0.0,0.93739845,0
0.0,7.109347149,0.0,0.733350289,0
0.0,1.487924373,1.0,3.41174198,0
0.0,3.126405103,0.0,0.261547631,0
0.0,2.014029559,1.0,13.049504070200001,1
1.0,1.968672093,0.0,0.458982215,0
0.0,17.40118801,1.0,4.794737677,1
0.0,53.14810977,0.0,2.695387615,0
0.0,86.79040745,1.0,0.535932076,0
1.0,3.583559069,0.0,0.209954094,0
1.0,20.60185185,0.0,1.450955001,0
0.0,208.0401084,1.0,2.34268466,1
0.0,5.522050651,0.0,0.91934429,0
1.0,11.71253248,1.0,0.900475764,0
0.0,3.388001308,1.0,0.158407523,0
0.0,48.55576942,1.0,1.043943372,0
0.0,1.052134163,1.0,1.323080891,0
0.0,12.82936748,1.0,0.87444388,0
0.0,9.551400926,0.0,0.920385384,0
0.0,10.32493834,1.0,0.229485377,0
0.0,1.720410535,1.0,0.404780045,0
0.0,13.06328508,1.0,3.424416493,0
0.0,23.19837988,0.0,0.635561105,0
0.0,44.80682119,1.0,1.861821928,0
0.0,2.373775456,1.0,1.557833239,0
0.0,36.34623969,0.0,0.717445166,0
0.0,4.598131654,0.0,1.520191533,0
0.0,16.71682943,1.0,3.194384739,0
0.0,9.579199684,0.0,0.58381114,0
0.0,33.56080932,1.0,0.529548181,0
0.0,97.14300667,1.0,3.655130509,0
0.0,57.21820114,0.0,0.31415116,0
0.0,14.13514285,1.0,0.884165309,0
1.0,9.417443858,1.0,0.577040071,0
0.0,0.392296196,0.0,1.105188425,0
1.0,91.33134862,0.0,1.110932228,0
0.0,39.27647084,1.0,0.240310436,0
0.0,12.23151958,1.0,2.075881112,0
0.0,155.2706757,0.0,12.85940388,1
0.0,30.66284106,1.0,1.359136512,0
0.0,3.072914885,1.0,9.493708659,1
0.0,10.9446424,1.0,5.676425757,1
0.0,53.65982532,0.0,1.411851233,0
0.0,3.401200166,0.0,0.379420223,0
0.0,22.23039262,1.0,0.34061809,0
0.0,32.57651245,1.0,0.382580613,0
0.0,2.296672324,1.0,0.286777963,0
0.0,15.21869847,0.0,3.3755792,0
0.0,8.626639305,1.0,5.830613964,1
0.0,3.095112813,1.0,5.185509398,1
0.0,7.029669555,1.0,0.257089896,0
0.0,24.49398142,1.0,3.764529077,0
0.0,2.804528798,1.0,3.125279675,0
0.0,3.929376279,1.0,1.864442247,0
0.0,0.793974675,0.0,1.072894061,0
0.0,4.060586078,0.0,0.883789773,0
0.0,12.03884239,0.0,0.536561978,0
0.0,7.331532899,1.0,2.076003581,0
1.0,1.259913781,0.0,0.692548525,0
0.0,49.15396816,1.0,0.708070096,0
0.0,42.90910153,1.0,0.134476795,0
0.0,8.053750946,0.0,0.626943014,0
0.0,31.93386089,0.0,0.732364246,0
0.0,3.013970645,1.0,0.794491219,1
0.0,2.739382977,1.0,0.178375039,0
0.0,4.529660765,1.0,0.564202982,0
0.0,1.244645742,1.0,0.885096818,0
0.0,6.854557062,1.0,0.477637491,0
0.0,8.674165863,1.0,5.762099552,1
0.0,1.822387728,0.0,0.839764637,0
0.0,23.67023793,0.0,1.631606833,0
0.0,1.464785283,1.0,1.176024264,0
0.0,8.831398086,0.0,1.290025419,0
0.0,9.316774756,1.0,1.906869663,0
0.0,22.65099607,1.0,3.444578387,0
0.0,24.76066786,1.0,0.204294579,0
0.0,6.869425994,1.0,4.7301392,1
0.0,15.42022371,1.0,3.308253485,0
0.0,3.187624079,1.0,0.603401615,0
0.0,1.140999609,0.0,0.620525848,0
0.0,16.09045649,0.0,9.502891801,0
1.0,62.52195379,1.0,2.616149412,0
0.0,34.06850692,1.0,1.175232375,0
0.0,23.56844077,0.0,0.099784887,0
0.0,3.677353199,0.0,0.638481448,0
1.0,2.68515031,0.0,1.425581588,0
0.0,63.43027143,0.0,2.68514616,0
1.0,10.13241868,1.0,3.228082671,0
0.0,45.8217585,1.0,0.728525754,0
0.0,33.47474673,0.0,1.189878188,0
1.0,16.03783885,0.0,0.212683705,0
0.0,0.485473272,1.0,0.623765215,0
0.0,18.51887771,1.0,1.447700569,0
0.0,3.980183391,1.0,2.164768041,0
0.0,7.538710412,1.0,6.076356854,1
0.0,32.32444797,1.0,1.827703705,0
0.0,20.65073016,0.0,4.958161572,0
0.0,5.278271042,0.0,1.131492212,0
0.0,2.972702062,0.0,0.40810419,0
0.0,44.7160447,0.0,0.326234425,0
0.0,11.23530674,1.0,1.223391449,0
1.0,2.769282243,0.0,0.211917472,0
0.0,7.431071655,1.0,1.225011066,0
0.0,5.731022576,1.0,0.229864603,0
0.0,7.574071909,1.0,1.531980289,0
0.0,10.25351954,1.0,0.413225071,0
0.0,21.39959779,1.0,0.776991741,0
0.0,10.96945937,1.0,2.157325516,0
0.0,1.705243634,1.0,0.646870655,0
0.0,28.94151615,1.0,1.689374973,0
1.0,6.440126495,0.0,0.709539415,0
0.0,23.68514086,1.0,0.792804412,0
0.0,7.491586671,1.0,0.187930945,0
0.0,2.805369483,1.0,2.564392342,0
0.0,0.914737768,1.0,7.350977578,1
0.0,9.879955784,0.0,0.633171575,0
0.0,51.97375702,0.0,2.428525653,0
0.0,23.34047466,1.0,3.026451543,0
0.0,8.43118362,0.0,0.71106076,0
0.0,14.90249807,0.0,0.205990615,0
0.0,157.978842,1.0,1.556960272,0
0.0,18.80845521,0.0,0.480356227,0
0.0,22.61234726,1.0,0.832900327,0
0.0,64.28729866,1.0,0.510197116,0
0.0,1.454153823,0.0,0.448463625,0
0.0,2.375413285,1.0,1.731854141,0
0.0,0.277612409,1.0,1.170065189,0
0.0,2.223600444,0.0,0.694345463,0
0.0,3.386680112,1.0,0.182340104,0
0.0,1.147296054,1.0,1.190660576,0
0.0,6.794586983,1.0,2.274336659,0
0.0,44.65002472,1.0,1.628269976,0
0.0,1.354138454,1.0,0.98564064,0
0.0,12.54336179,0.0,0.896655163,0
0.0,1.829213501,1.0,0.114623568,0
0.0,2.12436016,1.0,7.54716311,1
0.0,11.91366028,1.0,0.27903743,0
0.0,74.95994747,1.0,2.226756519,0
0.0,33.77730712,1.0,0.990174248,0
0.0,6.273758023,1.0,1.977171553,0
0.0,25.36452432,0.0,0.826010434,0
0.0,30.35263289,1.0,5.718336736,1
0.0,32.71528417,0.0,0.857438074,0
0.0,9.63087586,1.0,0.26108697,0
0.0,76.13640784,1.0,13.049504070200001,1
1.0,10.09977452,0.0,2.060527723,0
1.0,7.493280263,1.0,1.544105397,0
0.0,127.1169774,0.0,0.274310166,0
0.0,9.109093791,1.0,3.89560434,0
0.0,2.275507555,0.0,3.897088391,0
0.0,13.53800549,1.0,0.95825764,0
0.0,8.417544017,1.0,1.586838389,0
0.0,6.279739021,0.0,0.578815802,0
0.0,19.80674553,0.0,0.172017411,0
0.0,6.945521918,1.0,0.970199779,0
0.0,17.5694735,0.0,1.267882732,0
0.0,5.454167961,1.0,2.622272867,0
0.0,17.72210096,0.0,0.786813465,0
0.0,65.95706067,0.0,0.606695166,0
0.0,15.63895339,1.0,2.719954431,0
0.0,4.174926186,0.0,1.076298916,0
0.0,11.45260239,1.0,0.428230759,0
0.0,2.584092837,1.0,1.178579139,0
0.0,15.35073168,0.0,0.898642631,0
0.0,14.67707638,1.0,0.562765575,0
0.0,7.163565542,0.0,1.954536121,0
0.0,26.68413771,1.0,0.694414891,0
0.0,1.853845321,1.0,0.507064942,0
0.0,2.007479925,1.0,2.426614004,1
0.0,0.224449307,0.0,0.323201682,0
0.0,0.514847561,1.0,1.604951522,0
0.0,2.179010443,1.0,0.144038032,0
0.0,57.00126803,1.0,0.403247758,0
0.0,25.5619553,1.0,4.319202376,1
0.0,28.5021163,1.0,0.074489772,0
0.0,2.84668873,1.0,0.755489962,0
0.0,28.21607286,1.0,0.695810181,0
0.0,10.80893694,1.0,8.46119009,1
0.0,9.626546486,1.0,0.583490163,0
0.0,6.022461641,1.0,0.802909317,0
0.0,34.9858701,0.0,1.602995495,0
0.0,32.56645422,0.0,0.865818428,0
0.0,1.649268854,1.0,0.787059914,0
0.0,5.975833803,1.0,1.229583162,0
0.0,1.15857906,0.0,0.08993531,0
0.0,0.406130728,1.0,0.128798803,0
0.0,20.41140732,1.0,0.795312922,0
0.0,1.729221799,1.0,0.281180998,0
1.0,41.33257786,1.0,0.769405395,0
0.0,17.3280142,1.0,0.299530581,0
1.0,2.973825563,1.0,1.297419294,0
0.0,2.579226813,1.0,1.177126434,0
0.0,6.050058323,1.0,0.280570763,0
0.0,7.82198403,0.0,1.626035833,0
0.0,2.460917738,1.0,1.817956514,0
0.0,130.1131139,1.0,4.234348792,1
0.0,172.7394123,0.0,0.640497326,0
0.0,36.89255654,0.0,0.286084541,0
0.0,53.14606912,0.0,0.19256852,0
1.0,1.218711875,0.0,0.299100863,0
0.0,20.31487553,0.0,2.10239282,0
1.0,70.99614198,0.0,7.638293571,0
0.0,25.9368446,0.0,0.691313938,0
1.0,14.12791554,0.0,0.898592821,0
0.0,4.89132392,1.0,0.680853686,0
0.0,4.87740884,1.0,0.694192463,0
0.0,4.215608691,1.0,4.154431531,1
0.0,9.728068348,1.0,1.798502549,0
0.0,0.788864368,0.0,1.295035872,0
0.0,16.26131737,0.0,0.583370175,0
0.0,5.393833293,1.0,1.749820077,0
0.0,28.41848176,1.0,2.031948733,0
0.0,12.68538155,0.0,3.672981135,0
0.0,1.963959143,0.0,0.149727552,0
0.0,25.76654004,1.0,0.892250005,0
0.0,11.51383941,0.0,1.466361388,0
0.0,13.40997825,1.0,1.907298274,0
0.0,1.551103727,0.0,0.462829726,0
0.0,39.67128926,1.0,2.444069293,0
0.0,1.758642484,1.0,3.725425451,0
0.0,0.778300443,1.0,3.640470046,0
0.0,144.1969785,1.0,0.919679174,1
0.0,12.00945716,0.0,6.02982679,0
0.0,1.318276413,1.0,3.185966956,0
0.0,38.19882372,1.0,0.151592662,0
0.0,7.344551048,1.0,4.599845959,1
0.0,42.64152276,0.0,3.210060075,0
0.0,45.49096157,1.0,4.437967442,1
0.0,33.56428212,0.0,2.596176185,0
0.0,4.287229775,1.0,0.163136181,0
0.0,0.250375994,1.0,0.953211508,0
0.0,95.89347889,0.0,0.839230378,0
0.0,2.979212757,0.0,1.549429514,0
0.0,3.557005822,0.0,0.289983325,0
0.0,11.55858961,0.0,2.071039156,0
0.0,17.23154854,1.0,4.843492249,1
0.0,9.805274536,1.0,9.206846986,1
0.0,18.89189919,0.0,1.84957554,0
0.0,0.986500882,1.0,3.246342094,0
0.0,19.04691362,1.0,1.065749838,0
0.0,5.527525195,1.0,0.977551852,0
0.0,80.79058271,1.0,4.551976709,1
0.0,73.4662047,1.0,5.037014064,1
0.0,5.258409071,1.0,1.854816533,0
1.0,26.83596802,0.0,2.303626497,0
0.0,3.133591209,0.0,0.691055817,0
0.0,5.31505108,1.0,0.929474199,0
1.0,1.623389938,1.0,0.660121392,0
0.0,16.32898294,0.0,0.253366731,0
1.0,19.09018643,1.0,0.216975555,0
0.0,26.38485554,0.0,5.091283166,0
0.0,12.49577142,1.0,2.048234536,0
0.0,234.6283591,0.0,0.331007266,0
0.0,1.818407752,0.0,0.713044788,0
0.0,11.0938702,1.0,8.428521195,1
0.0,25.65357031,1.0,1.598428293,0
0.0,47.53647536,1.0,0.489841249,0
0.0,4.275181764,1.0,1.198038741,0
0.0,6.229864684,1.0,0.699574165,0
0.0,10.8766411,1.0,0.474725569,0
0.0,10.98330994,1.0,5.169116643,1
0.0,3.252505502,0.0,3.020245257,0
0.0,29.73079658,0.0,0.052293169,0
0.0,20.62861083,0.0,0.595960166,0
0.0,0.83024016,1.0,0.204175454,0
0.0,20.80498829,1.0,1.110869732,0
0.0,12.79126371,0.0,0.642797177,0
0.0,23.25257869,0.0,1.672437165,0
1.0,1.127545057,0.0,1.56443904,0
1.0,0.374609506,1.0,1.652433231,0
0.0,34.28410972,1.0,4.817206417,1
0.0,16.13339372,0.0,1.014526348,0
0.0,6.799088321,1.0,0.771272931,0
0.0,0.387875776,0.0,0.18725228,0
0.0,8.532986831,1.0,0.399809479,0
0.0,53.31937154,1.0,1.44251203,0
0.0,82.75791652,1.0,0.180607099,0
0.0,3.65052285,0.0,4.831260007,0
1.0,0.635134998,1.0,0.512669065,0
0.0,3.699905631,1.0,0.790507621,0
0.0,14.58228552,1.0,2.075935733,0
0.0,1.238154493,1.0,0.796381628,0
0.0,4.587994245,1.0,1.869848482,0
0.0,10.79022095,1.0,0.562347707,0
0.0,6.505801929,1.0,0.317646718,0
0.0,1.315537584,0.0,4.213794008,1
0.0,37.67926677,0.0,2.783858055,0
0.0,0.340018794,0.0,1.262701233,0
0.0,6.110929043,0.0,6.274719635,0
0.0,0.549555208,1.0,2.165507617,0
0.0,17.1403183,1.0,0.314375858,0
0.0,24.56969735,0.0,5.483414898,0
0.0,5.88726389,1.0,2.344616191,0
0.0,32.61072149,0.0,0.528633649,0
0.0,27.50397448,0.0,4.373597302,0
0.0,1.28441444,1.0,2.133639022,0
0.0,3.724339096,1.0,0.660047609,0
0.0,0.529539491,1.0,0.204988127,0
0.0,11.87097508,1.0,4.869918407,1
0.0,177.0465934,0.0,0.174953273,0
0.0,28.76753305,1.0,3.422493525,0
0.0,8.694319679,1.0,0.581863742,0
0.0,0.257989005,0.0,5.391754087,1
0.0,72.04521197,1.0,0.943785525,0
0.0,2.327767784,1.0,0.226088603,0
0.0,2.125828811,1.0,3.557916873,0
0.0,0.899451486,1.0,0.734642093,0
0.0,25.97857368,1.0,0.39522871,0
0.0,51.02718539,0.0,2.810952888,0
0.0,4.005216081,1.0,0.207534545,0
0.0,1.854533681,0.0,0.515824714,0
0.0,36.39272479,1.0,1.747568688,0
0.0,6.353344104,1.0,2.497878569,0
0.0,1.873565926,1.0,3.570295981,0
1.0,21.39719,1.0,0.325277743,0
0.0,1.612123274,0.0,0.341682843,0
0.0,16.70132724,1.0,0.374358775,0
0.0,43.5968839,0.0,0.411082177,0
0.0,5.31046402,0.0,0.725457339,0
0.0,0.456143228,0.0,1.760923555,0
0.0,4.365703629,1.0,0.202442814,0
0.0,12.91020913,1.0,3.193433089,0
0.0,17.10572008,1.0,1.221643401,0
0.0,12.11968256,1.0,1.048975917,0
0.0,17.70930464,1.0,7.931985193,1
0.0,6.344133621,0.0,2.755099654,0
0.0,1.642049551,0.0,3.918202637,0
0.0,0.48300204,1.0,0.320781162,0
0.0,2.348386131,0.0,1.916563844,0
1.0,20.10762067,1.0,1.526795134,0
0.0,63.32790108,1.0,0.796568974,0
1.0,53.50450011,1.0,0.70581622,0
0.0,5.188389135,1.0,0.480090929,0
0.0,11.6127554,1.0,0.550778578,0
0.0,8.951502416,0.0,1.867418836,0
0.0,9.884031629,0.0,0.987732173,0
0.0,7.704885709,0.0,0.38987539,0
0.0,35.94276856,1.0,3.645485202,0
0.0,23.4364698,0.0,0.826603436,0
0.0,11.27418899,1.0,0.402106244,0
0.0,83.86249254,1.0,0.132235735,1
0.0,25.87034794,0.0,1.122376311,0
0.0,7.470436696,1.0,0.66056089,0
1.0,7.327051412,1.0,1.763835533,0
0.0,20.43597012,1.0,0.796283432,0
0.0,9.736513804,0.0,3.225558862,0
0.0,4.397197719,1.0,0.792578962,0
0.0,10.36169456,1.0,5.682707888,1
0.0,8.090531303,1.0,3.754778723,0
0.0,4.127601554,1.0,1.39362745,0
0.0,1.38114622,0.0,3.866356165,0
0.0,19.361104,1.0,0.882787841,0
0.0,35.86337992,1.0,0.729233206,0
0.0,15.09556938,1.0,0.775951782,0
0.0,4.199713396,1.0,2.335769438,0
0.0,0.81229259,1.0,0.314010858,0
0.0,36.8426006,0.0,2.558883011,0
0.0,10.09237395,0.0,0.412097777,0
0.0,13.54648969,1.0,0.136728465,0
0.0,11.26869475,1.0,3.99530884,0
0.0,0.753615995,1.0,1.069986964,0
0.0,0.186489445,1.0,0.775393502,0
1.0,51.71873494,1.0,1.358673067,0
0.0,6.521569861,0.0,1.115442047,0
0.0,2.985840139,1.0,0.729378242,0
0.0,25.32504807,1.0,0.623785449,0
0.0,12.7538257,0.0,0.760209591,0
0.0,2.699670499,0.0,0.142744292,0
0.0,9.765738856,0.0,0.474923331,0
0.0,21.54773715,0.0,1.464893086,0
0.0,255.25750790400008,1.0,1.438135576,0
0.0,1.80047973,0.0,0.609686781,0
0.0,0.959970595,0.0,0.505763584,0
0.0,0.547347693,0.0,0.224525115,0
0.0,6.482629174,1.0,4.442462616,1
1.0,135.1371941,1.0,1.129003854,0
0.0,15.14469765,1.0,2.643027333,1
0.0,0.85128241,0.0,0.378915639,0
0.0,0.411308468,1.0,0.161935365,0
0.0,20.97721243,1.0,0.733986248,0
0.0,18.1787915,1.0,2.013190892,0
1.0,26.80644743,1.0,0.76345896,0
0.0,7.705258018,0.0,0.502900301,0
0.0,10.14544414,0.0,0.822616742,0
0.0,0.252804952,1.0,2.762219193,0
0.0,1.037771751,1.0,0.962046197,0
0.0,1.947866257,1.0,0.901217159,0
0.0,4.199105445,0.0,1.127672626,0
0.0,9.508889511,1.0,0.955102941,0
0.0,12.53043621,1.0,0.646850373,0
0.0,14.32643205,0.0,0.87713308,0
0.0,7.4155548,1.0,1.066936365,0
0.0,216.3248011,0.0,1.284910878,0
0.0,4.859976042,1.0,5.551915273,1
0.0,47.12127623,0.0,1.271216185,0
0.0,46.79171199,0.0,5.238180408,0
0.0,5.861034391,1.0,0.460116495,0
0.0,8.171491405,1.0,0.665737617,0
0.0,18.43607759,0.0,2.100910653,0
0.0,0.74321562,1.0,3.997653504,0
0.0,15.3081675,1.0,2.19011669,0
1.0,4.683430879,0.0,0.92947296,0
0.0,5.145762678,1.0,0.547782771,0
0.0,4.25233559,1.0,4.995362955,1
0.0,15.73063954,0.0,3.017381845,0
0.0,110.9392954,0.0,0.340609238,0
0.0,7.962799806,1.0,1.861426909,0
0.0,2.450563637,0.0,0.725834848,0
0.0,5.899475457,0.0,0.892676928,0
1.0,4.032103102,1.0,0.99839166,0
0.0,22.65131078,1.0,2.079155393,0
0.0,67.52622842,0.0,4.752707574,0
0.0,49.34365361,1.0,1.357727153,0
1.0,5.933392803,1.0,1.774728062,0
0.0,0.978864692,1.0,1.311619251,0
0.0,1.418562561,0.0,13.049504070200001,0
0.0,5.948388842,1.0,0.103592918,0
0.0,1.432648656,0.0,2.435513711,0
0.0,57.32110422,1.0,0.968239812,0
0.0,3.646349494,1.0,0.39192644,0
0.0,22.63909773,0.0,4.361982364,0
1.0,0.73544731,1.0,0.991363355,0
0.0,40.14569713,0.0,0.853066256,0
0.0,0.311784929,0.0,3.449394022,0
0.0,4.665159381,1.0,0.792911007,0
0.0,208.5393217,1.0,0.530189238,0
0.0,3.275762878,0.0,1.32916595,0
0.0,12.47864116,1.0,0.466247638,0
0.0,4.51552711,1.0,0.407088409,0
1.0,5.194720124,1.0,5.88293155,0
0.0,11.36664719,1.0,0.304322375,0
0.0,156.0064121,1.0,0.687076931,0
0.0,4.6942592,1.0,1.487721616,0
0.0,1.833932074,0.0,0.408217667,0
0.0,2.022865628,1.0,1.163272079,0
0.0,2.04826846,1.0,2.160436172,0
0.0,7.325492188,1.0,1.262083719,0
0.0,5.228408014,1.0,1.053800874,0
0.0,2.252743492,0.0,1.401737475,0
0.0,22.86023331,0.0,2.638634677,0
0.0,65.99717915,0.0,6.770114242,0
0.0,2.467586896,0.0,1.725692086,0
0.0,25.81419456,0.0,1.581565431,0
0.0,17.19881753,1.0,3.598487401,0
0.0,19.54100894,1.0,0.350902523,0
0.0,64.4813505,0.0,0.195112295,0
0.0,84.58747459,1.0,0.878669657,0
0.0,6.279104326,1.0,0.158980397,0
0.0,89.69324888,1.0,0.655302647,0
0.0,3.728927504,0.0,0.29421949,0
0.0,1.80925154,1.0,0.564592734,0
0.0,1.696209569,0.0,3.106165618,0
0.0,0.5070082,1.0,0.198142217,0
0.0,28.48421324,0.0,1.156607766,0
0.0,4.618975691,1.0,0.315563347,0
0.0,8.893800691,0.0,0.949675089,0
0.0,2.031200793,1.0,0.25717297,0
0.0,3.082696988,1.0,0.287652208,0
0.0,7.03235513,0.0,2.146142049,0
0.0,9.902121837,1.0,0.754315114,0
0.0,5.647585532,1.0,1.067628185,0
0.0,13.3818582,1.0,0.415456221,0
0.0,130.482999,1.0,1.032229843,1
0.0,0.915462147,1.0,2.537756677,0
0.0,4.506445544,1.0,3.589383994,0
0.0,5.405449925,1.0,3.218525081,0
0.0,51.63930433,1.0,0.906146239,0
0.0,2.345619572,1.0,2.434379696,0
0.0,9.512387137,1.0,0.226957749,0
0.0,6.524597981,1.0,2.566643933,0
0.0,9.638440018,1.0,2.503801551,0
0.0,16.83842284,1.0,0.629683578,0
0.0,3.210592764,1.0,13.049504070200001,1
0.0,15.09579017,1.0,1.407574976,0
0.0,21.82027771,1.0,0.522694465,0
0.0,1.368040456,1.0,0.704689604,0
0.0,1.934650488,0.0,0.277761432,0
0.0,3.91005612,1.0,3.270523872,0
0.0,2.623913949,1.0,0.406532527,0
0.0,89.12733211,1.0,1.455095152,0
0.0,73.14424423,1.0,1.857246438,0
1.0,4.46862922,1.0,0.97091468,0
0.0,25.18079013,0.0,0.833460155,0
0.0,21.45856978,0.0,1.40856942,0
0.0,6.134216348,0.0,1.223426451,0
0.0,3.985810346,0.0,0.53290273,0
0.0,7.287884584,0.0,0.981175671,0
0.0,2.562991163,0.0,1.080635121,0
0.0,3.587207983,1.0,1.320354082,0
0.0,18.38935733,1.0,0.760685883,0
0.0,6.995227184,0.0,7.500632759,0
1.0,42.1806176,1.0,0.426778096,0
1.0,3.137585826,1.0,3.116424511,0
0.0,21.54855878,1.0,1.014892451,0
0.0,2.411530144,0.0,0.704818908,0
0.0,8.554431786,0.0,4.01648425,0
0.0,4.448102964,1.0,1.190990095,0
0.0,35.59371824,0.0,3.476072873,0
1.0,10.14958096,0.0,4.188447652,0
0.0,14.58470428,1.0,0.093933781,0
0.0,4.978877133,0.0,0.588677985,0
0.0,6.885383919,0.0,0.200932974,0
0.0,255.25750790400008,1.0,0.524340357,0
0.0,1.167759056,0.0,2.17908854,0
0.0,36.91241567,1.0,0.275439226,0
0.0,53.40883581,0.0,2.132465177,0
0.0,1.262132112,1.0,6.467265411,1
0.0,3.899051581,0.0,2.680831731,0
0.0,56.69472843,1.0,0.193168901,0
0.0,1.908126131,1.0,9.992581054,1
0.0,26.54596911,0.0,0.655796034,0
0.0,18.10444485,1.0,0.958479312,0
1.0,1.362653234,1.0,0.341325218,0
0.0,18.17498855,1.0,0.887508252,0
0.0,4.522721421,0.0,1.588725077,0
1.0,17.13362861,1.0,0.54245899,0
0.0,55.187822,1.0,0.314288425,0
0.0,8.71566038,1.0,1.474037799,0
1.0,3.46313954,0.0,1.348070992,0
0.0,21.2471228,0.0,0.746899881,0
0.0,255.25750790400008,0.0,0.751435569,0
0.0,6.755188071,1.0,2.405293873,0
0.0,21.59756261,1.0,1.477742609,0
0.0,4.43320477,1.0,2.510295497,0
0.0,15.77038389,1.0,0.434353355,0
0.0,2.366669468,1.0,0.245635695,0
0.0,4.504283324,1.0,1.793341887,0
0.0,4.987664597,1.0,5.303557916,1
0.0,44.77954351,1.0,0.235593476,0
0.0,3.773977192,1.0,11.57773325,1
0.0,15.52522046,1.0,3.205849553,0
0.0,39.13064378,1.0,0.47038604,0
0.0,23.16486734,1.0,0.359306459,0
0.0,49.06077583,0.0,0.257984971,0
1.0,8.522769396,1.0,1.256083284,0
0.0,49.45838088,1.0,0.184316094,0
0.0,5.732809608,1.0,2.547301498,0
0.0,24.13475217,0.0,2.952343101,0
0.0,8.944644959,1.0,1.823807549,0
0.0,75.54216677,0.0,0.664543343,0
0.0,14.35765883,1.0,0.222370144,0
0.0,8.770819012,1.0,0.728010106,0
0.0,3.957321318,1.0,0.576323138,0
0.0,3.584619925,0.0,1.237870273,0
0.0,4.347702886,1.0,0.800808667,0
0.0,5.30724245,1.0,0.115331262,0
1.0,34.8605175,1.0,0.385999865,0
1.0,24.79705214,0.0,1.634096702,0
0.0,5.992189891,1.0,1.179438814,0
0.0,1.679277066,0.0,0.729377971,0
0.0,0.37461766,1.0,1.091245303,0
1.0,15.50673845,0.0,1.87004102,0
0.0,2.709445706,1.0,0.733613373,0
0.0,11.67731933,1.0,3.147302514,0
0.0,85.12262387,0.0,1.530759995,0
0.0,34.03237756,1.0,1.474812317,0
0.0,2.479691451,0.0,0.379536572,0
0.0,27.76794264,1.0,1.280591071,0
0.0,29.49736582,1.0,5.170219032,1
1.0,3.57175728,0.0,11.05875061,0
0.0,7.975455573,0.0,9.760529744,0
0.0,19.57312898,1.0,1.285027214,0
0.0,49.2230468,1.0,7.641544383,1
0.0,18.07753455,1.0,1.165834697,0
0.0,3.741056295,1.0,0.509930745,0
0.0,11.68569658,1.0,0.244686828,0
0.0,5.048396704,0.0,0.525208716,0
0.0,10.04178552,1.0,0.078944384,0
1.0,51.32272037,1.0,3.799958964,0
